sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
1858,118,3,9,15,0,2,0,10,4,5,13,3,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.663166
1859,119,3,15,10,1,3,1,18,2,9,17,1,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.663220
1860,119,3,10,15,0,1,3,11,7,6,6,3,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.663233
1861,120,3,15,11,1,2,2,15,2,2,14,3,0,d,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.663293
1862,120,3,11,15,0,2,2,6,5,4,15,4,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.663309
1863,121,3,13,16,1,1,0,15,1,5,9,4,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663379
1864,121,3,16,13,0,0,1,10,3,5,9,1,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.663402
1865,79,3,13,4,1,1,4,8,4,5,9,2,0,a,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663495
1866,79,3,4,13,0,4,1,10,5,7,6,2,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.663510
1867,80,3,13,3,1,2,0,21,6,4,13,6,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663600
1868,80,3,3,13,0,0,2,7,5,3,14,3,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.663616
1869,81,3,13,18,1,4,0,12,5,4,14,3,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663684
1870,81,3,18,13,0,0,4,10,3,6,22,4,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.663698
1871,82,3,13,17,1,1,0,13,4,3,7,0,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663757
1872,82,3,17,13,0,0,1,12,4,5,13,7,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.663773
1873,83,3,13,20,1,0,3,9,8,5,13,2,0,a,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663829
1874,83,3,20,13,0,3,0,6,3,6,14,1,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.663842
1875,84,3,13,2,1,2,2,13,3,5,10,6,0,d,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663898
1876,84,3,2,13,0,2,2,9,1,4,13,2,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.663911
1877,85,3,13,19,1,0,5,12,10,3,12,1,0,a,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.663965
1878,85,3,19,13,0,5,0,8,4,3,10,1,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.663978
1879,86,3,13,15,1,2,0,9,6,4,11,3,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664033
1880,86,3,15,13,0,0,2,4,5,7,20,0,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.664046
1881,87,3,13,6,1,2,2,7,4,11,13,1,0,d,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664100
1882,87,3,6,13,0,2,2,6,5,6,12,1,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.664115
1883,88,3,13,7,1,1,2,19,0,1,14,0,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664170
1884,88,3,7,13,0,2,1,9,6,4,14,1,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.664183
1885,89,3,13,14,1,5,0,19,5,5,17,5,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664236
1886,89,3,14,13,0,0,5,8,2,4,11,3,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.664249
1887,90,3,13,8,1,2,2,14,4,4,9,2,0,a,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664309
1888,90,3,8,13,0,2,2,8,4,3,14,0,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.664323
1889,91,3,13,12,1,4,2,13,5,7,16,1,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664379
1890,91,3,12,13,0,2,4,9,4,4,13,3,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.664393
1891,92,3,13,1,1,3,1,10,9,8,17,2,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664445
1892,92,3,1,13,0,1,3,12,5,5,9,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.664460
1893,93,3,13,5,1,2,2,20,7,3,11,1,0,d,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664513
1894,93,3,5,13,0,2,2,5,5,3,11,0,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.664526
1895,94,3,13,9,1,1,1,9,6,9,11,3,0,d,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664600
1896,94,3,9,13,0,1,1,6,6,7,8,0,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.664614
1897,95,3,13,10,1,3,0,17,3,4,12,0,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664678
1898,95,3,10,13,0,0,3,10,2,2,11,1,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.664692
1899,96,3,13,11,1,3,0,10,4,7,8,2,0,h,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.664747
1900,96,3,11,13,0,0,3,11,5,5,16,1,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.664761
1901,97,3,6,16,1,1,3,14,6,8,10,4,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.664815
1902,97,3,16,6,0,3,1,11,1,2,14,2,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.664831
1903,98,3,6,4,1,1,3,21,3,5,14,1,1,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.664884
1904,98,3,4,6,0,3,1,12,0,3,14,5,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.664898
1905,99,3,6,3,1,2,1,11,7,5,10,0,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.664952
1906,99,3,3,6,0,1,2,14,7,4,12,1,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.664966
1907,100,3,6,18,1,1,3,9,5,8,11,0,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665019
1908,100,3,18,6,0,3,1,9,5,6,12,1,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.665033
1909,101,3,6,17,1,4,0,8,1,6,14,1,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665087
1910,101,3,17,6,0,0,4,11,2,2,8,1,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.665101
1911,102,3,6,20,1,0,0,12,6,6,15,1,0,d,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665153
1912,102,3,20,6,0,0,0,10,3,4,21,1,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.665168
1913,103,3,6,2,1,2,0,18,8,5,13,4,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665222
1914,103,3,2,6,0,0,2,8,6,6,12,1,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.665236
1915,104,3,6,19,1,0,1,10,4,5,11,3,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665339
1916,104,3,19,6,0,1,0,13,4,2,9,1,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.665355
1917,105,3,6,15,1,2,3,14,10,6,9,1,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665423
1918,105,3,15,6,0,3,2,16,0,3,13,1,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.665437
1919,106,3,6,13,1,3,5,20,5,3,14,3,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665496
1920,106,3,13,6,0,5,3,11,3,5,9,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.665510
1921,107,3,6,7,1,5,0,18,9,6,5,3,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665587
1922,107,3,7,6,0,0,5,15,8,5,15,3,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.665603
1923,108,3,6,14,1,1,3,11,5,7,11,1,0,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665670
1924,108,3,14,6,0,3,1,13,3,3,8,2,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.665684
1925,109,3,6,8,1,1,1,12,5,5,11,4,1,a,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665740
1926,109,3,8,6,0,1,1,9,2,6,8,0,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.665753
1927,110,3,6,12,1,4,1,20,7,5,9,3,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665809
1928,110,3,12,6,0,1,4,14,2,3,13,2,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.665822
1929,111,3,6,1,1,3,3,17,6,6,13,1,0,d,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665877
1930,111,3,1,6,0,3,3,12,0,5,13,0,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.665891
1931,112,3,6,5,1,1,1,16,5,4,15,3,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.665944
1932,112,3,5,6,0,1,1,14,4,5,12,0,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.665960
1933,113,3,6,9,1,1,1,16,4,5,12,1,0,d,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.666013
1934,113,3,9,6,0,1,1,9,3,2,18,1,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.666027
1935,114,3,6,10,1,5,1,8,5,7,11,3,0,h,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.666082
1936,114,3,10,6,0,1,5,11,1,6,9,0,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.666096
1937,115,3,6,11,1,1,1,13,5,2,11,2,0,d,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.666149
1938,115,3,11,6,0,1,1,9,6,4,14,2,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.666163
1939,116,3,7,16,1,2,1,13,3,6,11,5,0,a,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666217
1940,116,3,16,7,0,1,2,10,5,4,14,1,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.666231
1941,117,3,7,4,1,3,1,13,6,6,15,5,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666289
1942,117,3,4,7,0,1,3,11,8,3,19,3,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.666305
1943,118,3,7,3,1,1,1,10,4,5,10,2,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666364
1944,118,3,3,7,0,1,1,13,1,6,14,2,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.666378
1945,119,3,7,18,1,2,0,19,3,5,7,2,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666432
1946,119,3,18,7,0,0,2,9,4,5,9,1,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.666446
1947,120,3,7,17,1,3,0,9,5,6,17,1,0,a,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666500
1948,120,3,17,7,0,0,3,9,2,3,14,0,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.666513
1949,121,3,7,20,1,0,1,15,7,3,10,4,0,a,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666588
1950,121,3,20,7,0,1,0,16,4,5,9,6,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.666602
1951,79,3,7,2,1,0,0,14,4,5,13,1,0,a,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666668
1952,79,3,2,7,0,0,0,17,5,7,13,2,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.666683
1953,80,3,7,19,1,1,1,14,3,7,10,3,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666742
1954,80,3,19,7,0,1,1,13,3,4,8,4,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.666756
1955,81,3,7,15,1,3,0,8,0,7,9,3,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666810
1956,81,3,15,7,0,0,3,9,8,7,14,2,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.666823
1957,82,3,7,13,1,5,0,17,5,9,13,3,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666876
1958,82,3,13,7,0,0,5,6,3,5,8,6,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.666890
1959,83,3,7,6,1,2,1,15,7,6,9,0,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.666943
1960,83,3,6,7,0,1,2,6,3,5,9,0,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.666957
1961,84,3,7,14,1,1,3,9,5,4,12,4,0,a,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667012
1962,84,3,14,7,0,3,1,4,2,6,13,5,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667027
1963,85,3,7,8,1,1,1,13,5,3,18,1,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667081
1964,85,3,8,7,0,1,1,11,8,5,12,1,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.667095
1965,86,3,7,12,1,1,1,9,0,2,14,4,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667147
1966,86,3,12,7,0,1,1,7,6,5,12,2,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.667160
1967,87,3,7,1,1,2,0,16,8,4,11,1,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667214
1968,87,3,1,7,0,0,2,8,3,6,15,5,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.667227
1969,88,3,7,5,1,1,1,15,6,6,10,1,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667285
1970,88,3,5,7,0,1,1,15,3,3,15,2,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.667299
1971,89,3,7,9,1,2,1,17,5,3,17,1,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667358
1972,89,3,9,7,0,1,2,8,3,0,13,0,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.667373
1973,90,3,7,10,1,1,1,7,6,8,13,4,0,d,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667426
1974,90,3,10,7,0,1,1,6,4,5,12,1,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.667440
1975,91,3,7,11,1,1,0,13,1,4,9,1,0,h,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.667532
1976,91,3,11,7,0,0,1,11,3,4,19,4,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.667547
1977,92,3,14,16,1,1,1,15,6,4,11,1,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667636
1978,92,3,16,14,0,1,1,15,4,6,14,3,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.667650
1979,93,3,14,4,1,2,1,16,6,7,11,5,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667707
1980,93,3,4,14,0,1,2,12,4,5,8,2,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.667721
1981,94,3,14,3,1,0,5,12,5,4,16,4,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667778
1982,94,3,3,14,0,5,0,6,2,6,10,3,1,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.667793
1983,95,3,14,18,1,2,2,9,2,5,7,3,0,h,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667849
1984,95,3,18,14,0,2,2,11,3,4,10,2,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.667863
1985,96,3,14,17,1,1,3,7,5,4,11,2,0,h,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667918
1986,96,3,17,14,0,3,1,14,2,3,10,1,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.667932
1987,97,3,14,20,1,1,3,6,6,6,16,1,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.667989
1988,97,3,20,14,0,3,1,5,3,4,11,3,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.668002
1989,98,3,14,2,1,2,2,11,4,4,14,2,0,d,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668058
1990,98,3,2,14,0,2,2,16,4,5,16,3,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.668072
1991,99,3,14,19,1,2,1,16,6,3,12,2,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668126
1992,99,3,19,14,0,1,2,8,5,4,10,2,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.668141
1993,100,3,14,15,1,1,2,12,3,7,10,2,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668195
1994,100,3,15,14,0,2,1,7,5,2,6,0,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.668209
1995,101,3,14,13,1,1,1,12,10,2,14,2,0,d,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668261
1996,101,3,13,14,0,1,1,7,7,4,16,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.668281
1997,102,3,14,6,1,1,0,13,4,4,17,1,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668339
1998,102,3,6,14,0,0,1,11,2,3,21,4,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.668353
1999,103,3,14,7,1,2,0,12,3,5,9,2,0,h,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668407
2000,103,3,7,14,0,0,2,5,7,1,16,5,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.668420
2001,104,3,14,8,1,1,2,8,2,6,8,0,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668473
2002,104,3,8,14,0,2,1,13,5,4,8,2,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.668488
2003,105,3,14,12,1,0,0,19,8,11,7,5,0,d,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668540
2004,105,3,12,14,0,0,0,13,3,4,10,0,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.668573
2005,106,3,14,1,1,0,2,11,4,4,5,4,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668642
2006,106,3,1,14,0,2,0,16,2,1,17,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.668656
2007,107,3,14,5,1,3,2,9,6,6,8,2,0,h,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668712
2008,107,3,5,14,0,2,3,10,3,4,10,3,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.668726
2009,108,3,14,9,1,0,3,14,3,7,7,1,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668781
2010,108,3,9,14,0,3,0,11,4,3,12,3,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.668795
2011,109,3,14,10,1,1,1,14,4,6,11,3,0,a,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668848
2012,109,3,10,14,0,1,1,13,1,3,12,0,1,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.668864
2013,110,3,14,11,1,0,0,12,4,6,4,2,0,d,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.668915
2014,110,3,11,14,0,0,0,11,5,4,12,2,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.668929
2015,111,3,8,16,1,0,3,17,2,1,10,1,0,a,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.668982
2016,111,3,16,8,0,3,0,11,3,8,9,4,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.668995
2017,112,3,8,4,1,2,3,9,4,6,9,2,0,a,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669048
2018,112,3,4,8,0,3,2,6,4,8,8,1,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.669061
2019,113,3,8,3,1,3,0,14,4,4,9,1,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669115
2020,113,3,3,8,0,0,3,12,3,7,11,0,1,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.669128
2021,114,3,8,18,1,2,1,16,8,6,12,2,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669180
2022,114,3,18,8,0,1,2,9,6,2,13,2,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.669195
2023,115,3,8,17,1,1,2,13,5,3,10,5,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669248
2024,115,3,17,8,0,2,1,15,2,7,14,3,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.669262
2025,116,3,8,20,1,2,5,13,6,4,14,1,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669322
2026,116,3,20,8,0,5,2,4,2,4,6,2,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.669336
2027,117,3,8,2,1,1,2,14,4,2,12,1,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669394
2028,117,3,2,8,0,2,1,12,6,5,9,4,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.669408
2029,118,3,8,19,1,1,0,12,3,7,18,2,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669462
2030,118,3,19,8,0,0,1,14,2,4,12,1,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.669475
2031,119,3,8,15,1,3,3,12,7,4,14,1,0,d,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669529
2032,119,3,15,8,0,3,3,8,3,8,17,6,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.669545
2033,120,3,8,13,1,2,2,13,4,6,11,2,0,d,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669633
2034,120,3,13,8,0,2,2,9,5,3,15,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.669648
2035,121,3,8,6,1,2,2,12,9,7,12,3,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669707
2036,121,3,6,8,0,2,2,8,5,4,12,4,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.669721
2037,79,3,8,7,1,1,0,12,5,6,12,3,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669779
2038,79,3,7,8,0,0,1,6,3,5,9,5,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.669792
2039,80,3,8,14,1,3,3,6,6,6,10,5,0,d,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669847
2040,80,3,14,8,0,3,3,9,3,7,11,4,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.669861
2041,81,3,8,12,1,0,0,15,5,3,10,3,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669917
2042,81,3,12,8,0,0,0,14,4,6,16,6,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.669932
2043,82,3,8,1,1,3,0,9,4,4,10,2,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.669985
2044,82,3,1,8,0,0,3,14,3,7,9,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.669999
2045,83,3,8,5,1,1,0,12,10,6,11,1,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.670051
2046,83,3,5,8,0,0,1,5,3,4,14,1,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.670065
2047,84,3,8,9,1,2,2,19,5,4,11,2,0,d,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.670118
2048,84,3,9,8,0,2,2,12,2,1,13,1,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.670132
2049,85,3,8,10,1,1,1,12,8,2,10,2,0,d,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.670184
2050,85,3,10,8,0,1,1,11,1,1,14,1,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.670198
2051,86,3,8,11,1,3,0,12,5,9,9,1,0,h,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.670266
